ds,Airports,Class,y
10/1/1990,MEL-OOL,Business,86
10/8/1990,MEL-OOL,Business,49
10/15/1990,MEL-OOL,Business,24
10/22/1990,MEL-OOL,Business,71
10/29/1990,MEL-OOL,Business,71
11/5/1990,MEL-OOL,Business,60
11/12/1990,MEL-OOL,Business,31
11/19/1990,MEL-OOL,Business,27
11/26/1990,MEL-OOL,Business,55
12/3/1990,MEL-OOL,Business,41
12/10/1990,MEL-OOL,Business,62
12/17/1990,MEL-OOL,Business,50
12/24/1990,MEL-OOL,Business,117
1/7/1991,MEL-OOL,Business,45
1/14/1991,MEL-OOL,Business,61
1/21/1991,MEL-OOL,Business,51
1/28/1991,MEL-OOL,Business,40
2/4/1991,MEL-OOL,Business,30
2/11/1991,MEL-OOL,Business,19
2/18/1991,MEL-OOL,Business,30
2/25/1991,MEL-OOL,Business,38
3/4/1991,MEL-OOL,Business,45
3/11/1991,MEL-OOL,Business,62
3/18/1991,MEL-OOL,Business,38
3/25/1991,MEL-OOL,Business,66
4/1/1991,MEL-OOL,Business,55
4/8/1991,MEL-OOL,Business,47
4/15/1991,MEL-OOL,Business,50
4/22/1991,MEL-OOL,Business,27
4/29/1991,MEL-OOL,Business,41
5/6/1991,MEL-OOL,Business,44
5/13/1991,MEL-OOL,Business,30
5/20/1991,MEL-OOL,Business,51
5/27/1991,MEL-OOL,Business,29
6/3/1991,MEL-OOL,Business,53
6/10/1991,MEL-OOL,Business,50
6/17/1991,MEL-OOL,Business,30
6/24/1991,MEL-OOL,Business,25
7/1/1991,MEL-OOL,Business,43
7/8/1991,MEL-OOL,Business,56
7/15/1991,MEL-OOL,Business,33
7/22/1991,MEL-OOL,Business,42
7/29/1991,MEL-OOL,Business,50
8/5/1991,MEL-OOL,Business,36
8/12/1991,MEL-OOL,Business,24
8/19/1991,MEL-OOL,Business,14
8/26/1991,MEL-OOL,Business,30
9/2/1991,MEL-OOL,Business,36
9/9/1991,MEL-OOL,Business,25
9/16/1991,MEL-OOL,Business,36
9/23/1991,MEL-OOL,Business,76
9/30/1991,MEL-OOL,Business,53
10/7/1991,MEL-OOL,Business,78
10/14/1991,MEL-OOL,Business,59
10/21/1991,MEL-OOL,Business,60
10/28/1991,MEL-OOL,Business,57
11/4/1991,MEL-OOL,Business,27
11/11/1991,MEL-OOL,Business,52
11/18/1991,MEL-OOL,Business,34
11/25/1991,MEL-OOL,Business,42
12/2/1991,MEL-OOL,Business,20
12/9/1991,MEL-OOL,Business,27
12/16/1991,MEL-OOL,Business,32
12/23/1991,MEL-OOL,Business,49
12/30/1991,MEL-OOL,Business,57
1/6/1992,MEL-OOL,Business,41
1/13/1992,MEL-OOL,Business,53
1/20/1992,MEL-OOL,Business,37
1/27/1992,MEL-OOL,Business,31
2/3/1992,MEL-OOL,Business,25
2/10/1992,MEL-OOL,Business,31
2/17/1992,MEL-OOL,Business,35
2/24/1992,MEL-OOL,Business,15
3/2/1992,MEL-OOL,Business,42
3/9/1992,MEL-OOL,Business,30
3/16/1992,MEL-OOL,Business,91
3/23/1992,MEL-OOL,Business,95
3/30/1992,MEL-OOL,Business,125
4/6/1992,MEL-OOL,Business,208
4/13/1992,MEL-OOL,Business,251
4/20/1992,MEL-OOL,Business,241
4/27/1992,MEL-OOL,Business,140
5/4/1992,MEL-OOL,Business,80
5/11/1992,MEL-OOL,Business,100
5/18/1992,MEL-OOL,Business,117
5/25/1992,MEL-OOL,Business,150
6/1/1992,MEL-OOL,Business,220
6/8/1992,MEL-OOL,Business,161
6/15/1992,MEL-OOL,Business,94
6/22/1992,MEL-OOL,Business,66
6/29/1992,MEL-OOL,Business,99
7/6/1992,MEL-OOL,Business,182
7/13/1992,MEL-OOL,Business,111
7/20/1992,MEL-OOL,Business,105
7/27/1992,MEL-OOL,Business,59
8/3/1992,MEL-OOL,Business,49
8/10/1992,MEL-OOL,Business,60
8/17/1992,MEL-OOL,Business,82
8/24/1992,MEL-OOL,Business,88
8/31/1992,MEL-OOL,Business,63
9/7/1992,MEL-OOL,Business,72
9/14/1992,MEL-OOL,Business,75
9/21/1992,MEL-OOL,Business,67
9/28/1992,MEL-OOL,Business,70
10/5/1992,MEL-OOL,Business,99
10/12/1992,MEL-OOL,Business,95
10/19/1992,MEL-OOL,Business,100
10/26/1992,MEL-OOL,Business,56
11/2/1992,MEL-OOL,Business,69
11/9/1992,MEL-OOL,Business,69
11/16/1992,MEL-OOL,Business,70
11/23/1992,MEL-OOL,Business,52
6/29/1987,MEL-OOL,Economy,2472
7/6/1987,MEL-OOL,Economy,2899
7/13/1987,MEL-OOL,Economy,2639
7/20/1987,MEL-OOL,Economy,1977
7/27/1987,MEL-OOL,Economy,1988
8/3/1987,MEL-OOL,Economy,1938
8/10/1987,MEL-OOL,Economy,2205
8/17/1987,MEL-OOL,Economy,2209
8/24/1987,MEL-OOL,Economy,2626
8/31/1987,MEL-OOL,Economy,2317
9/7/1987,MEL-OOL,Economy,3174
9/14/1987,MEL-OOL,Economy,5017
9/28/1987,MEL-OOL,Economy,4128
10/5/1987,MEL-OOL,Economy,3332
10/12/1987,MEL-OOL,Economy,2697
10/19/1987,MEL-OOL,Economy,2543
10/26/1987,MEL-OOL,Economy,2665
11/2/1987,MEL-OOL,Economy,2498
11/9/1987,MEL-OOL,Economy,1985
11/16/1987,MEL-OOL,Economy,1988
11/23/1987,MEL-OOL,Economy,2216
11/30/1987,MEL-OOL,Economy,1831
12/7/1987,MEL-OOL,Economy,1640
12/14/1987,MEL-OOL,Economy,1841
12/21/1987,MEL-OOL,Economy,4072
12/28/1987,MEL-OOL,Economy,3857
1/4/1988,MEL-OOL,Economy,3307
1/4/1988,MEL-OOL,Economy,4448
1/11/1988,MEL-OOL,Economy,4029
1/18/1988,MEL-OOL,Economy,2978
1/25/1988,MEL-OOL,Economy,2218
2/1/1988,MEL-OOL,Economy,2151
2/8/1988,MEL-OOL,Economy,2181
2/15/1988,MEL-OOL,Economy,1721
2/22/1988,MEL-OOL,Economy,1821
2/29/1988,MEL-OOL,Economy,1866
3/7/1988,MEL-OOL,Economy,1582
3/14/1988,MEL-OOL,Economy,1818
3/21/1988,MEL-OOL,Economy,3020
3/28/1988,MEL-OOL,Economy,2549
4/4/1988,MEL-OOL,Economy,2232
4/11/1988,MEL-OOL,Economy,1270
4/18/1988,MEL-OOL,Economy,1638
4/25/1988,MEL-OOL,Economy,1801
5/2/1988,MEL-OOL,Economy,1777
5/9/1988,MEL-OOL,Economy,1985
5/16/1988,MEL-OOL,Economy,1824
5/23/1988,MEL-OOL,Economy,1737
5/30/1988,MEL-OOL,Economy,1810
6/6/1988,MEL-OOL,Economy,1916
6/13/1988,MEL-OOL,Economy,3293
6/20/1988,MEL-OOL,Economy,3108
6/27/1988,MEL-OOL,Economy,3656
7/4/1988,MEL-OOL,Economy,3298
7/11/1988,MEL-OOL,Economy,2824
7/18/1988,MEL-OOL,Economy,2651
7/25/1988,MEL-OOL,Economy,2749
8/1/1988,MEL-OOL,Economy,2914
8/8/1988,MEL-OOL,Economy,3162
8/15/1988,MEL-OOL,Economy,3277
8/22/1988,MEL-OOL,Economy,2943
8/29/1988,MEL-OOL,Economy,4000
9/5/1988,MEL-OOL,Economy,4835
9/12/1988,MEL-OOL,Economy,4295
9/19/1988,MEL-OOL,Economy,4207
9/26/1988,MEL-OOL,Economy,3436
10/3/1988,MEL-OOL,Economy,2615
10/10/1988,MEL-OOL,Economy,2689
10/17/1988,MEL-OOL,Economy,2309
10/24/1988,MEL-OOL,Economy,1981
10/31/1988,MEL-OOL,Economy,2101
11/7/1988,MEL-OOL,Economy,1981
11/14/1988,MEL-OOL,Economy,1854
11/21/1988,MEL-OOL,Economy,1653
11/28/1988,MEL-OOL,Economy,1501
12/5/1988,MEL-OOL,Economy,1632
12/12/1988,MEL-OOL,Economy,2851
12/19/1988,MEL-OOL,Economy,3405
12/26/1988,MEL-OOL,Economy,4212
1/2/1989,MEL-OOL,Economy,4180
1/9/1989,MEL-OOL,Economy,3747
1/16/1989,MEL-OOL,Economy,2867
1/23/1989,MEL-OOL,Economy,2181
1/30/1989,MEL-OOL,Economy,1651
2/6/1989,MEL-OOL,Economy,1777
2/13/1989,MEL-OOL,Economy,1441
2/20/1989,MEL-OOL,Economy,1575
2/27/1989,MEL-OOL,Economy,1386
3/6/1989,MEL-OOL,Economy,1755
3/13/1989,MEL-OOL,Economy,2816
3/20/1989,MEL-OOL,Economy,2553
3/27/1989,MEL-OOL,Economy,2493
4/3/1989,MEL-OOL,Economy,1725
4/10/1989,MEL-OOL,Economy,1354
4/17/1989,MEL-OOL,Economy,1149
4/24/1989,MEL-OOL,Economy,1523
5/1/1989,MEL-OOL,Economy,1143
5/8/1989,MEL-OOL,Economy,1057
5/15/1989,MEL-OOL,Economy,1281
5/22/1989,MEL-OOL,Economy,1224
5/29/1989,MEL-OOL,Economy,1535
6/5/1989,MEL-OOL,Economy,1694
6/12/1989,MEL-OOL,Economy,2107
6/19/1989,MEL-OOL,Economy,2876
6/26/1989,MEL-OOL,Economy,3432
7/3/1989,MEL-OOL,Economy,2782
7/10/1989,MEL-OOL,Economy,1856
7/17/1989,MEL-OOL,Economy,1939
7/24/1989,MEL-OOL,Economy,1754
7/31/1989,MEL-OOL,Economy,1717
8/7/1989,MEL-OOL,Economy,1858
8/14/1989,MEL-OOL,Economy,855
8/21/1989,MEL-OOL,Economy,0
8/28/1989,MEL-OOL,Economy,0
9/4/1989,MEL-OOL,Economy,0
9/11/1989,MEL-OOL,Economy,0
9/18/1989,MEL-OOL,Economy,0
9/25/1989,MEL-OOL,Economy,0
10/2/1989,MEL-OOL,Economy,0
10/9/1989,MEL-OOL,Economy,0
10/16/1989,MEL-OOL,Economy,0
10/23/1989,MEL-OOL,Economy,0
10/30/1989,MEL-OOL,Economy,0
11/6/1989,MEL-OOL,Economy,0
11/13/1989,MEL-OOL,Economy,0
11/20/1989,MEL-OOL,Economy,186
11/27/1989,MEL-OOL,Economy,548
12/4/1989,MEL-OOL,Economy,840
12/11/1989,MEL-OOL,Economy,2258
12/18/1989,MEL-OOL,Economy,2415
12/25/1989,MEL-OOL,Economy,2414
1/1/1990,MEL-OOL,Economy,2887
1/8/1990,MEL-OOL,Economy,2681
1/15/1990,MEL-OOL,Economy,2536
1/22/1990,MEL-OOL,Economy,1985
1/29/1990,MEL-OOL,Economy,1414
2/5/1990,MEL-OOL,Economy,1563
2/12/1990,MEL-OOL,Economy,1354
2/19/1990,MEL-OOL,Economy,1252
2/26/1990,MEL-OOL,Economy,1479
3/5/1990,MEL-OOL,Economy,1442
3/12/1990,MEL-OOL,Economy,1654
3/19/1990,MEL-OOL,Economy,1432
3/26/1990,MEL-OOL,Economy,1635
4/2/1990,MEL-OOL,Economy,2812
4/9/1990,MEL-OOL,Economy,2419
4/16/1990,MEL-OOL,Economy,2134
4/23/1990,MEL-OOL,Economy,1871
4/30/1990,MEL-OOL,Economy,1429
5/7/1990,MEL-OOL,Economy,1465
5/14/1990,MEL-OOL,Economy,1416
5/21/1990,MEL-OOL,Economy,1485
5/28/1990,MEL-OOL,Economy,1455
6/4/1990,MEL-OOL,Economy,1525
6/11/1990,MEL-OOL,Economy,1413
6/18/1990,MEL-OOL,Economy,1743
6/25/1990,MEL-OOL,Economy,2020
7/2/1990,MEL-OOL,Economy,2482
7/9/1990,MEL-OOL,Economy,2563
7/16/1990,MEL-OOL,Economy,2281
7/23/1990,MEL-OOL,Economy,1767
7/30/1990,MEL-OOL,Economy,1792
8/6/1990,MEL-OOL,Economy,2085
8/13/1990,MEL-OOL,Economy,1848
8/20/1990,MEL-OOL,Economy,1570
8/27/1990,MEL-OOL,Economy,1971
9/3/1990,MEL-OOL,Economy,2306
9/10/1990,MEL-OOL,Economy,3369
9/17/1990,MEL-OOL,Economy,2621
9/24/1990,MEL-OOL,Economy,3714
10/1/1990,MEL-OOL,Economy,2863
10/8/1990,MEL-OOL,Economy,2007
10/15/1990,MEL-OOL,Economy,1769
10/22/1990,MEL-OOL,Economy,1919
10/29/1990,MEL-OOL,Economy,1734
11/5/1990,MEL-OOL,Economy,1712
11/12/1990,MEL-OOL,Economy,1772
11/19/1990,MEL-OOL,Economy,1601
11/26/1990,MEL-OOL,Economy,1586
12/3/1990,MEL-OOL,Economy,1795
12/10/1990,MEL-OOL,Economy,2810
12/17/1990,MEL-OOL,Economy,4287
12/24/1990,MEL-OOL,Economy,3964
1/7/1991,MEL-OOL,Economy,4353
1/14/1991,MEL-OOL,Economy,3690
1/21/1991,MEL-OOL,Economy,2954
1/28/1991,MEL-OOL,Economy,2489
2/4/1991,MEL-OOL,Economy,1679
2/11/1991,MEL-OOL,Economy,1645
2/18/1991,MEL-OOL,Economy,1482
2/25/1991,MEL-OOL,Economy,1371
3/4/1991,MEL-OOL,Economy,1558
3/11/1991,MEL-OOL,Economy,1469
3/18/1991,MEL-OOL,Economy,1226
3/25/1991,MEL-OOL,Economy,2286
4/1/1991,MEL-OOL,Economy,2004
4/8/1991,MEL-OOL,Economy,1894
4/15/1991,MEL-OOL,Economy,1819
4/22/1991,MEL-OOL,Economy,1984
4/29/1991,MEL-OOL,Economy,1645
5/6/1991,MEL-OOL,Economy,1507
5/13/1991,MEL-OOL,Economy,1449
5/20/1991,MEL-OOL,Economy,1343
5/27/1991,MEL-OOL,Economy,1262
6/3/1991,MEL-OOL,Economy,1706
6/10/1991,MEL-OOL,Economy,1655
6/17/1991,MEL-OOL,Economy,1538
6/24/1991,MEL-OOL,Economy,1641
7/1/1991,MEL-OOL,Economy,2448
7/8/1991,MEL-OOL,Economy,2463
7/15/1991,MEL-OOL,Economy,2718
7/22/1991,MEL-OOL,Economy,2119
7/29/1991,MEL-OOL,Economy,1911
8/5/1991,MEL-OOL,Economy,1745
8/12/1991,MEL-OOL,Economy,1929
8/19/1991,MEL-OOL,Economy,2215
8/26/1991,MEL-OOL,Economy,2249
9/2/1991,MEL-OOL,Economy,2483
9/9/1991,MEL-OOL,Economy,2359
9/16/1991,MEL-OOL,Economy,3352
9/23/1991,MEL-OOL,Economy,3243
9/30/1991,MEL-OOL,Economy,3374
10/7/1991,MEL-OOL,Economy,2446
10/14/1991,MEL-OOL,Economy,2344
10/21/1991,MEL-OOL,Economy,2231
10/28/1991,MEL-OOL,Economy,2242
11/4/1991,MEL-OOL,Economy,2124
11/11/1991,MEL-OOL,Economy,2269
11/18/1991,MEL-OOL,Economy,2137
11/25/1991,MEL-OOL,Economy,2238
12/2/1991,MEL-OOL,Economy,2284
12/9/1991,MEL-OOL,Economy,2159
12/16/1991,MEL-OOL,Economy,2742
12/23/1991,MEL-OOL,Economy,4850
12/30/1991,MEL-OOL,Economy,4520
1/6/1992,MEL-OOL,Economy,4570
1/13/1992,MEL-OOL,Economy,4407
1/20/1992,MEL-OOL,Economy,2611
1/27/1992,MEL-OOL,Economy,2191
2/3/1992,MEL-OOL,Economy,1850
2/10/1992,MEL-OOL,Economy,1878
2/17/1992,MEL-OOL,Economy,1836
2/24/1992,MEL-OOL,Economy,1593
3/2/1992,MEL-OOL,Economy,1587
3/9/1992,MEL-OOL,Economy,1826
3/16/1992,MEL-OOL,Economy,1463
3/23/1992,MEL-OOL,Economy,1962
3/30/1992,MEL-OOL,Economy,1444
4/6/1992,MEL-OOL,Economy,1856
4/13/1992,MEL-OOL,Economy,2053
4/20/1992,MEL-OOL,Economy,2300
4/27/1992,MEL-OOL,Economy,1531
5/4/1992,MEL-OOL,Economy,1567
5/11/1992,MEL-OOL,Economy,1363
5/18/1992,MEL-OOL,Economy,1367
5/25/1992,MEL-OOL,Economy,1548
6/1/1992,MEL-OOL,Economy,1822
6/8/1992,MEL-OOL,Economy,1657
6/15/1992,MEL-OOL,Economy,1412
6/22/1992,MEL-OOL,Economy,2088
6/29/1992,MEL-OOL,Economy,1838
7/6/1992,MEL-OOL,Economy,1791
7/13/1992,MEL-OOL,Economy,2276
7/20/1992,MEL-OOL,Economy,1970
7/27/1992,MEL-OOL,Economy,1643
8/3/1992,MEL-OOL,Economy,1845
8/10/1992,MEL-OOL,Economy,1730
8/17/1992,MEL-OOL,Economy,1713
8/24/1992,MEL-OOL,Economy,1819
8/31/1992,MEL-OOL,Economy,1685
9/7/1992,MEL-OOL,Economy,1829
9/14/1992,MEL-OOL,Economy,2211
9/21/1992,MEL-OOL,Economy,1693
9/28/1992,MEL-OOL,Economy,1684
10/5/1992,MEL-OOL,Economy,2039
10/12/1992,MEL-OOL,Economy,1598
10/19/1992,MEL-OOL,Economy,2199
10/26/1992,MEL-OOL,Economy,1662
11/2/1992,MEL-OOL,Economy,1681
11/9/1992,MEL-OOL,Economy,1759
11/16/1992,MEL-OOL,Economy,1592
11/23/1992,MEL-OOL,Economy,1701
6/29/1987,MEL-OOL,First,76
7/6/1987,MEL-OOL,First,65
7/13/1987,MEL-OOL,First,53
7/20/1987,MEL-OOL,First,82
7/27/1987,MEL-OOL,First,62
8/3/1987,MEL-OOL,First,88
8/10/1987,MEL-OOL,First,62
8/17/1987,MEL-OOL,First,101
8/24/1987,MEL-OOL,First,67
8/31/1987,MEL-OOL,First,58
9/7/1987,MEL-OOL,First,106
9/14/1987,MEL-OOL,First,107
9/28/1987,MEL-OOL,First,112
10/5/1987,MEL-OOL,First,97
10/12/1987,MEL-OOL,First,103
10/19/1987,MEL-OOL,First,101
10/26/1987,MEL-OOL,First,79
11/2/1987,MEL-OOL,First,91
11/9/1987,MEL-OOL,First,68
11/16/1987,MEL-OOL,First,64
11/23/1987,MEL-OOL,First,54
11/30/1987,MEL-OOL,First,84
12/7/1987,MEL-OOL,First,44
12/14/1987,MEL-OOL,First,36
12/21/1987,MEL-OOL,First,54
12/28/1987,MEL-OOL,First,52
1/4/1988,MEL-OOL,First,71
1/4/1988,MEL-OOL,First,80
1/11/1988,MEL-OOL,First,78
1/18/1988,MEL-OOL,First,79
1/25/1988,MEL-OOL,First,48
2/1/1988,MEL-OOL,First,52
2/8/1988,MEL-OOL,First,48
2/15/1988,MEL-OOL,First,67
2/22/1988,MEL-OOL,First,35
2/29/1988,MEL-OOL,First,59
3/7/1988,MEL-OOL,First,43
3/14/1988,MEL-OOL,First,44
3/21/1988,MEL-OOL,First,89
3/28/1988,MEL-OOL,First,88
4/4/1988,MEL-OOL,First,63
4/11/1988,MEL-OOL,First,38
4/18/1988,MEL-OOL,First,94
4/25/1988,MEL-OOL,First,57
5/2/1988,MEL-OOL,First,55
5/9/1988,MEL-OOL,First,84
5/16/1988,MEL-OOL,First,84
5/23/1988,MEL-OOL,First,47
5/30/1988,MEL-OOL,First,64
6/6/1988,MEL-OOL,First,36
6/13/1988,MEL-OOL,First,101
6/20/1988,MEL-OOL,First,51
6/27/1988,MEL-OOL,First,74
7/4/1988,MEL-OOL,First,110
7/11/1988,MEL-OOL,First,60
7/18/1988,MEL-OOL,First,61
7/25/1988,MEL-OOL,First,65
8/1/1988,MEL-OOL,First,67
8/8/1988,MEL-OOL,First,110
8/15/1988,MEL-OOL,First,90
8/22/1988,MEL-OOL,First,63
8/29/1988,MEL-OOL,First,132
9/5/1988,MEL-OOL,First,111
9/12/1988,MEL-OOL,First,133
9/19/1988,MEL-OOL,First,134
9/26/1988,MEL-OOL,First,92
10/3/1988,MEL-OOL,First,54
10/10/1988,MEL-OOL,First,74
10/17/1988,MEL-OOL,First,67
10/24/1988,MEL-OOL,First,87
10/31/1988,MEL-OOL,First,60
11/7/1988,MEL-OOL,First,90
11/14/1988,MEL-OOL,First,87
11/21/1988,MEL-OOL,First,45
11/28/1988,MEL-OOL,First,57
12/5/1988,MEL-OOL,First,64
12/12/1988,MEL-OOL,First,93
12/19/1988,MEL-OOL,First,73
12/26/1988,MEL-OOL,First,108
1/2/1989,MEL-OOL,First,122
1/9/1989,MEL-OOL,First,137
1/16/1989,MEL-OOL,First,51
1/23/1989,MEL-OOL,First,53
1/30/1989,MEL-OOL,First,50
2/6/1989,MEL-OOL,First,45
2/13/1989,MEL-OOL,First,63
2/20/1989,MEL-OOL,First,46
2/27/1989,MEL-OOL,First,50
3/6/1989,MEL-OOL,First,87
3/13/1989,MEL-OOL,First,122
3/20/1989,MEL-OOL,First,101
3/27/1989,MEL-OOL,First,75
4/3/1989,MEL-OOL,First,71
4/10/1989,MEL-OOL,First,54
4/17/1989,MEL-OOL,First,35
4/24/1989,MEL-OOL,First,48
5/1/1989,MEL-OOL,First,33
5/8/1989,MEL-OOL,First,28
5/15/1989,MEL-OOL,First,44
5/22/1989,MEL-OOL,First,40
5/29/1989,MEL-OOL,First,64
6/5/1989,MEL-OOL,First,64
6/12/1989,MEL-OOL,First,79
6/19/1989,MEL-OOL,First,71
6/26/1989,MEL-OOL,First,89
7/3/1989,MEL-OOL,First,87
7/10/1989,MEL-OOL,First,58
7/17/1989,MEL-OOL,First,58
7/24/1989,MEL-OOL,First,52
7/31/1989,MEL-OOL,First,36
8/7/1989,MEL-OOL,First,73
8/14/1989,MEL-OOL,First,31
8/21/1989,MEL-OOL,First,0
8/28/1989,MEL-OOL,First,0
9/4/1989,MEL-OOL,First,0
9/11/1989,MEL-OOL,First,0
9/18/1989,MEL-OOL,First,0
9/25/1989,MEL-OOL,First,0
10/2/1989,MEL-OOL,First,0
10/9/1989,MEL-OOL,First,0
10/16/1989,MEL-OOL,First,0
10/23/1989,MEL-OOL,First,0
10/30/1989,MEL-OOL,First,0
11/6/1989,MEL-OOL,First,0
11/13/1989,MEL-OOL,First,0
11/20/1989,MEL-OOL,First,0
11/27/1989,MEL-OOL,First,0
12/4/1989,MEL-OOL,First,6
12/11/1989,MEL-OOL,First,10
12/18/1989,MEL-OOL,First,18
12/25/1989,MEL-OOL,First,5
1/1/1990,MEL-OOL,First,28
1/8/1990,MEL-OOL,First,14
1/15/1990,MEL-OOL,First,23
1/22/1990,MEL-OOL,First,13
1/29/1990,MEL-OOL,First,3
2/5/1990,MEL-OOL,First,21
2/12/1990,MEL-OOL,First,18
2/19/1990,MEL-OOL,First,16
2/26/1990,MEL-OOL,First,43
3/5/1990,MEL-OOL,First,56
3/12/1990,MEL-OOL,First,36
3/19/1990,MEL-OOL,First,23
3/26/1990,MEL-OOL,First,34
4/2/1990,MEL-OOL,First,59
4/9/1990,MEL-OOL,First,73
4/16/1990,MEL-OOL,First,68
4/23/1990,MEL-OOL,First,67
4/30/1990,MEL-OOL,First,42
5/7/1990,MEL-OOL,First,42
5/14/1990,MEL-OOL,First,27
5/21/1990,MEL-OOL,First,61
5/28/1990,MEL-OOL,First,59
6/4/1990,MEL-OOL,First,66
6/11/1990,MEL-OOL,First,43
6/18/1990,MEL-OOL,First,33
6/25/1990,MEL-OOL,First,59
7/2/1990,MEL-OOL,First,36
7/9/1990,MEL-OOL,First,83
7/16/1990,MEL-OOL,First,58
7/23/1990,MEL-OOL,First,29
7/30/1990,MEL-OOL,First,58
8/6/1990,MEL-OOL,First,46
8/13/1990,MEL-OOL,First,27
8/20/1990,MEL-OOL,First,56
8/27/1990,MEL-OOL,First,38
9/3/1990,MEL-OOL,First,30
9/10/1990,MEL-OOL,First,19
9/17/1990,MEL-OOL,First,41
9/24/1990,MEL-OOL,First,39
10/1/1990,MEL-OOL,First,37
10/8/1990,MEL-OOL,First,20
10/15/1990,MEL-OOL,First,61
10/22/1990,MEL-OOL,First,29
10/29/1990,MEL-OOL,First,27
11/5/1990,MEL-OOL,First,32
11/12/1990,MEL-OOL,First,43
11/19/1990,MEL-OOL,First,23
11/26/1990,MEL-OOL,First,22
12/3/1990,MEL-OOL,First,24
12/10/1990,MEL-OOL,First,38
12/17/1990,MEL-OOL,First,52
12/24/1990,MEL-OOL,First,37
1/7/1991,MEL-OOL,First,41
1/14/1991,MEL-OOL,First,49
1/21/1991,MEL-OOL,First,81
1/28/1991,MEL-OOL,First,50
2/4/1991,MEL-OOL,First,19
2/11/1991,MEL-OOL,First,39
2/18/1991,MEL-OOL,First,19
2/25/1991,MEL-OOL,First,17
3/4/1991,MEL-OOL,First,14
3/11/1991,MEL-OOL,First,37
3/18/1991,MEL-OOL,First,17
3/25/1991,MEL-OOL,First,50
4/1/1991,MEL-OOL,First,41
4/8/1991,MEL-OOL,First,29
4/15/1991,MEL-OOL,First,55
4/22/1991,MEL-OOL,First,32
4/29/1991,MEL-OOL,First,24
5/6/1991,MEL-OOL,First,32
5/13/1991,MEL-OOL,First,13
5/20/1991,MEL-OOL,First,21
5/27/1991,MEL-OOL,First,13
6/3/1991,MEL-OOL,First,21
6/10/1991,MEL-OOL,First,13
6/17/1991,MEL-OOL,First,16
6/24/1991,MEL-OOL,First,28
7/1/1991,MEL-OOL,First,37
7/8/1991,MEL-OOL,First,33
7/15/1991,MEL-OOL,First,44
7/22/1991,MEL-OOL,First,31
7/29/1991,MEL-OOL,First,15
8/5/1991,MEL-OOL,First,37
8/12/1991,MEL-OOL,First,47
8/19/1991,MEL-OOL,First,29
8/26/1991,MEL-OOL,First,16
9/2/1991,MEL-OOL,First,12
9/9/1991,MEL-OOL,First,32
9/16/1991,MEL-OOL,First,37
9/23/1991,MEL-OOL,First,32
9/30/1991,MEL-OOL,First,19
10/7/1991,MEL-OOL,First,15
10/14/1991,MEL-OOL,First,22
10/21/1991,MEL-OOL,First,20
10/28/1991,MEL-OOL,First,64
11/4/1991,MEL-OOL,First,23
11/11/1991,MEL-OOL,First,13
11/18/1991,MEL-OOL,First,9
11/25/1991,MEL-OOL,First,7
12/2/1991,MEL-OOL,First,16
12/9/1991,MEL-OOL,First,15
12/16/1991,MEL-OOL,First,15
12/23/1991,MEL-OOL,First,27
12/30/1991,MEL-OOL,First,68
1/6/1992,MEL-OOL,First,42
1/13/1992,MEL-OOL,First,28
1/20/1992,MEL-OOL,First,27
1/27/1992,MEL-OOL,First,15
2/3/1992,MEL-OOL,First,72
2/10/1992,MEL-OOL,First,78
2/17/1992,MEL-OOL,First,88
2/24/1992,MEL-OOL,First,65
3/2/1992,MEL-OOL,First,93
3/9/1992,MEL-OOL,First,121
3/16/1992,MEL-OOL,First,28
3/23/1992,MEL-OOL,First,69
3/30/1992,MEL-OOL,First,43
4/6/1992,MEL-OOL,First,65
4/13/1992,MEL-OOL,First,84
4/20/1992,MEL-OOL,First,125
4/27/1992,MEL-OOL,First,54
5/4/1992,MEL-OOL,First,66
5/11/1992,MEL-OOL,First,73
5/18/1992,MEL-OOL,First,93
5/25/1992,MEL-OOL,First,92
6/1/1992,MEL-OOL,First,120
6/8/1992,MEL-OOL,First,83
6/15/1992,MEL-OOL,First,44
6/22/1992,MEL-OOL,First,52
6/29/1992,MEL-OOL,First,59
7/6/1992,MEL-OOL,First,59
7/13/1992,MEL-OOL,First,46
7/20/1992,MEL-OOL,First,52
7/27/1992,MEL-OOL,First,42
8/3/1992,MEL-OOL,First,45
8/10/1992,MEL-OOL,First,47
8/17/1992,MEL-OOL,First,48
8/24/1992,MEL-OOL,First,78
8/31/1992,MEL-OOL,First,44
9/7/1992,MEL-OOL,First,45
9/14/1992,MEL-OOL,First,59
9/21/1992,MEL-OOL,First,53
9/28/1992,MEL-OOL,First,61
10/5/1992,MEL-OOL,First,53
10/12/1992,MEL-OOL,First,70
10/19/1992,MEL-OOL,First,72
10/26/1992,MEL-OOL,First,36
11/2/1992,MEL-OOL,First,64
11/9/1992,MEL-OOL,First,37
11/16/1992,MEL-OOL,First,39
11/23/1992,MEL-OOL,First,54
7/10/1989,MEL-PER,Business,262
7/17/1989,MEL-PER,Business,427
7/24/1989,MEL-PER,Business,339
7/31/1989,MEL-PER,Business,396
8/7/1989,MEL-PER,Business,336
8/14/1989,MEL-PER,Business,235
8/21/1989,MEL-PER,Business,0
8/28/1989,MEL-PER,Business,0
9/4/1989,MEL-PER,Business,0
9/11/1989,MEL-PER,Business,0
